"INVOICENUMBER";"PRODUCTNUMBER";"PRODUCTDESCRIPTION";"INVOICEDQUANTITY";"SALESPRICE";"LINEAMOUNT";"LINETOTALTAXAMOUNT";"LINETOTALDISCOUNTAMOUNT";"LINETOTALCHARGEAMOUNT"
FCB-06419-00017979;URNIFW232010_S_1;Top Urbo Essence;1.0;14999.0;9916.69;2082.51;2479.18;0.0
FCB-06592-00016179;NICI8797-008_10_1;Sandalias Nike Canyon;1.0;110399.0;69797.71;14657.52;21441.13;0.0
FCB-06592-00016180;NICK9283-002_8_1;Sandalias Nike Owaysis;1.0;78099.0;64544.63;13554.37;0.0;0.0
FCB-06227-00029094;TO21884_30_1;"Zapatillas Topper X Forcer
Zapatillas Topper X Forcer";1.0;45999.0;38015.7;7983.3;0.0;0.0
FCB-06226-00019859;DGDFAVZZ003Z_Z_1;Inflador Dribbling Doble Accion;1.0;6799.0;5619.01;1179.99;0.0;0.0
FCB-06226-00019860;NISX7677-964_M_1;Pack de medias Nike X3 Everyday;1.0;9499.0;7850.41;1648.59;0.0;0.0
FCB-06226-00019860;PU379364-01_9_1;"Zapatillas Puma Disperse Xt 3 Metawave
Zapatillas Puma Disperse Xt 3 Metawave";1.0;76999.0;63635.54;13363.46;0.0;0.0
FCB-06416-00019093;LONPFFW210U1_M_1;"Muslera Lotto Team Neoprene
La Muslera Lotto Team Neop contribuye a una rápida desinflamación y recuperación de lesiones leves, mediante la aplicación de compresión y calor terapéutico. Estabiliza la zona, ayudando a prevenir distensiones, inflamaciones y desgarros. Su diseño tubul";1.0;13999.0;11569.42;2429.58;0.0;0.0
FCB-06389-00017143;TO26227_37_1;"Zapatillas Topper Liss
Las Zapatillas Topper Liss están diseñadas bajo un concepto delicado. Confeccionadas en material muy liviano y respirable con líneas únicas. El tejido en 3 dimensiones para combinar respirabilidad y resistencia. La suela de EVA con injertos de goma para";1.0;66099.0;54627.27;11471.73;0.0;0.0
FCB-06389-00017143;TO26226_37_1;"Zapatillas Topper Liss
Zapatillas Topper Liss";1.0;62999.0;52065.29;10933.71;0.0;0.0
FCB-06261-00042797;NIFB4196-010_XL_1;"Short Nike Totality
Short Nike Totality";1.0;48799.0;40329.76;8469.24;0.0;0.0
FCB-06261-00042797;CRSC10008179-C99_UNICO_1;"Pin Crocs Jibbitz Cherries
Pin Crocs Jibbitz Cherries";1.0;4999.0;4131.4;867.6;0.0;0.0
FCB-06261-00042797;CRSC10009792-C99_UNICO_1;"Pines Crocs Jibbitz Bee
Pines Crocs Jibbitz Bee";1.0;4999.0;4131.4;867.6;0.0;0.0
FCB-06389-00017144;DGDFPVDL140BW_5_1;"Pelota Dribbling Juventus Estadios 22
Pelota Dribbling Juventus Estadios 22";1.0;13399.0;11073.55;2325.45;0.0;0.0
FCB-06408-00019351;PU075487-49_100_1;Mochila Puma Phase;1.0;37499.0;30990.91;6508.09;0.0;0.0
FCB-06261-00042798;NICW4555-014_9.5_1;"Zapatillas Nike Air Max Sc
Zapatillas Nike Air Max Sc";1.0;119999.0;99172.72;20826.28;0.0;0.0
FCB-06261-00042798;PU678283-47_XS_1;"Remera Puma Graphics Rooted
Remera Puma Graphics Rooted";1.0;28999.0;23966.12;5032.88;0.0;0.0
FCB-06414-00009304;PU394170-01_1.5_1;"Zapatillas Puma Slipstream
Zapatillas Puma Slipstream";1.0;87999.0;72726.45;15272.55;0.0;0.0
FCB-06227-00029087;TO26399_36_1;"Botines Topper San Ciro V Tf
Si buscás velocidad inalcanzable y jugadas perfectas, los Botines Topper San Ciro V Tf son perfectos para vos, su capellada en cuero sintético con costuras los hace más resistentes dándote una sujeción extrema; la plantilla de EVA, su suela liviana y fle";1.0;51699.0;42726.45;8972.55;0.0;0.0
FCB-06261-00042782;NIDD9294-600_7_1;Zapatillas Nike Downshifter 12;1.0;99999.0;82643.8;17355.2;0.0;0.0
FCB-06227-00029088;PU107645-01_8_1;"Botines Puma Ultra Play Fg/ag
Botines Puma Ultra Play Fg/ag";1.0;99999.0;49586.28;10413.12;33057.52;0.0
FCB-06227-00029088;PU678300-01_L_1;"Medias Puma Liga Team
Medias Puma Liga Team";1.0;10999.0;9090.08;1908.92;0.0;0.0
FCB-06260-00020002;NISX7676-964_S_1;Pack de Medias Nike Everyday Lightweight X3;1.0;9999.0;8263.64;1735.36;0.0;0.0
FCB-06260-00020002;FSC007C04_UNICO_1;"Medias Fox Socks Con Antideslizante
Medias Fox Socks Con Antideslizante";1.0;14499.0;11982.64;2516.36;0.0;0.0
FCB-06260-00020002;ADIC9443_M_1;"Short adidas Essentials Chelsea
Short adidas Essentials Chelsea";1.0;36999.0;18346.61;3852.79;12231.08;0.0
FCB-06260-00020002;PU847057-01_S_1;"Short Puma Essentials 4 Sweat
Entrena cómoda y libera tu potencial con el Short Puma Ess 4  Sweat, confeccionado en poliéster para brindarle una duración máxima que te permita usarlo en todos tus entrenamientos. Su cintura elastizada aporta sujeción y cuenta con bolsillos para que ll";1.0;34999.0;17354.88;3644.52;11569.91;0.0
FCB-06260-00020002;ADIC9403_M_1;Short adidas Essentials Big Logo French;1.0;47999.0;39668.59;8330.41;0.0;0.0
FCB-06227-00029089;RI83336AD474_38_1;"Ojotas Rider Splash Iv
Ojotas Rider Splash Iv";1.0;14299.0;11817.36;2481.64;0.0;0.0
FCB-06227-00029089;PU906978-08_35-39_1;Pack de medias Puma Quarter;1.0;6399.0;5288.43;1110.57;0.0;0.0
FCB-06227-00029089;TO29701_40_1;"Zapatillas Topper Tie Break III
Lucí a la moda y actual con las Zapatillas Topper Tie Break III, su material las hace livianas y ligeras, dándote mejor amortiguación y firmeza; las podés combinar con cualquiera de tus outfits y serás el centro de atención.";1.0;49699.0;41073.55;8625.45;0.0;0.0
FCB-06227-00029089;SE7750505_UNICO_1;Antiparras Speed Namazu;1.0;14699.0;12147.93;2551.07;0.0;0.0
FCB-06260-00020003;ADHT4379_L_1;"Remera adidas Terrex Mountain Fun
Remera adidas Terrex Mountain Fun";1.0;65999.0;54544.63;11454.37;0.0;0.0
FCB-06261-00042783;TO25723_37_1;"Zapatillas Topper Dakota
Las Zapatillas Topper Dakota están inspiradas en el running. Sus mejoras en amortiguación, flexibilidad y durabilidad hacen que sean las preferidas por los amantes de la moda y el deporte. Comprobalo vos mismo y supera tus expectativas con este calzado m";1.0;67599.0;55866.94;11732.06;0.0;0.0
FCB-06261-00042783;PU907374-05_28-34_1;Medias Puma Invisible;1.0;4999.0;4131.4;867.6;0.0;0.0
FCB-06261-00042783;PU938171-02_28-34_1;"Pack De Medias Puma Placed Logo Sneaker X2
Pack De Medias Puma Placed Logo Sneaker X2";1.0;4499.0;3718.18;780.82;0.0;0.0
FCB-06261-00042783;PU907374-26_28-34_1;"Pack De Medias Puma Invisible
Pack De Medias Puma I";1.0;6299.0;5205.79;1093.21;0.0;0.0
FCB-06261-00042784;NISX5277-011_M_1;"Medias Nike Everyday Plus Le x3
Los accesorios de entrenamiento son tan importantes como las prendas, por eso las Medias Nike Everyday Plus son ideales para que lo des todo en tu rutina. Para mantener los pies frescos cuentan con tecnología Dri-FIT que absorbe el sudor de la piel y lo";2.0;9999.0;16527.27;3470.73;0.0;0.0
FCB-06261-00042785;OLK54025731MSTHIB_36_1;Ojotas Olympikus Melbourne;1.0;18959.0;10968.02;2303.28;4700.58;0.0
FCB-06472-00008437;NISX5277-011_L_1;"Medias Nike Everyday Plus Le x3
Los accesorios de entrenamiento son tan importantes como las prendas, por eso las Medias Nike Everyday Plus son ideales para que lo des todo en tu rutina. Para mantener los pies frescos cuentan con tecnología Dri-FIT que absorbe el sudor de la piel y lo";1.0;9999.0;8263.64;1735.36;0.0;0.0
FCB-06472-00008437;ADGY2102_9_1;"Ojotas adidas Adilette
Ojotas adidas Adilette";1.0;63999.0;52891.73;11107.27;0.0;0.0
FCB-06472-00008438;NI553558-515_7.5_1;"Zapatillas Jordan Air 1 Low
Zapatillas Jordan Air 1 Low";1.0;174999.0;144627.27;30371.73;0.0;0.0
FCB-06227-00029103;FIF01R00089-1154_40_1;"Zapatillas Fila Kr6
Zapatillas Fila Kr6";1.0;114999.0;95040.5;19958.5;0.0;0.0
FCB-06472-00008439;PU938192-01_35-39_1;"Pack De Medias Puma Cat Logo Rib X2
Pack De Medias Puma Cat Logo Rib X2";1.0;5699.0;4709.92;989.08;0.0;0.0
FCB-06472-00008440;NIDV7408-100_7.5_1;"Zapatillas Nike Air More Uptempo
Zapatillas Nike Air More Uptempo";1.0;279999.0;231404.13;48594.87;0.0;0.0
FCB-06472-00008441;NIDV7408-100_7.5_1;"Zapatillas Nike Air More Uptempo
Zapatillas Nike Air More Uptempo";1.0;279999.0;231404.13;48594.87;0.0;0.0
FCB-06414-00009305;URNCSS224008_44_1;Ojotas Urbo Slide Camo;1.0;15999.0;9916.74;2082.51;3305.57;0.0
FCB-06261-00042796;ADGX3090_11_1;Zapatillas adidas Run 70S Lifestyle;1.0;102999.0;85123.14;17875.86;0.0;0.0
FCB-06261-00042796;TO25291_45_1;"Zapatillas Topper Jiro
Las nuevas Zapatillas Topper Jiro están pensadas para que luzcas un estilo clásico, canchero y combinable con cualquier look.";1.0;49899.0;41238.84;8660.16;0.0;0.0
FCB-06382-00013753;TO164678_XL_1;"Remera Topper Stripe
La Remera Topper Mc Trng Stripe te mantiene fresco y da una sensación de comodidad que vas a tener que exigirte cada vez más para lograr transpirarla como se debe. Usala para correr o entrenar. Poné tus límites cada vez más lejos.";1.0;21799.0;12610.99;2648.31;5404.71;0.0
FCB-06419-00017990;PU395554-03_2.5_1;"Zapatillas Puma Rs X Boys Ps
Zapatillas Puma Rs X Boys Ps";1.0;89999.0;74379.34;15619.66;0.0;0.0
FCB-06472-00008448;PU392312-09_4.5_1;"Zapatillas Puma Rs-x 3d
Zapatillas Puma Rs-x 3d";1.0;133999.0;110742.98;23256.02;0.0;0.0
FCB-06261-00042809;LONISS230103_M_1;"Remera Lotto Smart Classic
Remera Lotto Smart Classic";1.0;12999.0;9131.53;1917.62;1611.45;0.0
FCB-06261-00042809;LONISS22164_XS_1;"Bermuda Lotto Candy
La comodidad de casa es algo difícil de renunciar, por eso con la Bermuda Lotto Candy, será como llevar el relax de tu hogar, a donde vayas. Hecha con un corte relajado para la libertad de tus movimientos y una cintura elástica que se amolda muy fácilmen";1.0;11999.0;5949.92;1249.48;3966.61;0.0
FCB-06262-00034857;CRSC206761-C001_44_1;"Sandalias Crocs Classic
Sandalias Crocs Classic";1.0;16999.0;14048.76;2950.24;0.0;0.0
FCB-06262-00034857;RI6163120829_42_1;"Ojotas Rider Street Slide
El complemento perfecto para tus shorts en esta primavera - verano, las Ojotas Rider Street Slide Ad están diseñadas con un estilo clásico que no te puede faltar. Con una comodidad ligera y fácil de usar, presentan una nueva espuma más suave que se sient";1.0;10199.0;5900.25;1239.05;2528.68;0.0
FCB-06261-00042811;LOISS22088_L_1;Traje de Baño Lotto Geometric;1.0;21999.0;14544.79;3054.41;3636.2;0.0
FCB-06262-00034858;RI6163120829_43.44_1;"Ojotas Rider Street Slide
El complemento perfecto para tus shorts en esta primavera - verano, las Ojotas Rider Street Slide Ad están diseñadas con un estilo clásico que no te puede faltar. Con una comodidad ligera y fácil de usar, presentan una nueva espuma más suave que se sient";1.0;10199.0;5900.25;1239.05;2528.68;0.0
FCB-06261-00042812;LONISS230114_XL_1;"Musculosa Lotto Active Msp Cross
Musculosa Lotto Active Msp Cross";1.0;17999.0;14875.21;3123.79;0.0;0.0
FCB-06261-00042812;TO172552_UNI_1;"Mochila Topper Laptop Ii
Mochila Topper Laptop Ii";1.0;45799.0;37850.41;7948.59;0.0;0.0
FCB-06416-00019095;UA1367898-004_M_1;Pack de Medias Under Armour Core Crew x3;1.0;9999.0;8263.64;1735.36;0.0;0.0
FCB-06226-00019865;PU107645-03_10_1;"Botines Puma Ultra Play Fg/ag
Botines Puma Ultra Play Fg/ag";1.0;99999.0;49586.29;10413.11;33057.51;0.0
FCB-06226-00019865;LONC21499975M_26_1;"Zapatillas Lotto Set Ace
Las Zapatillas Lotto Set Ace proporcionan un buen ajuste acorde a los pies de los más pequeños. Podrán correr por cualquier lugar y se sentirán más seguros, sus pasos serán amortiguados y con mejor tracción. Su cierre en velcro y cordones les da más ajus";1.0;19999.0;12396.07;2603.18;4132.03;0.0
FCB-06262-00034856;TO27909_43_1;"Zapatillas Topper Core
Las zapatillas Topper Core tienen un concepto diseñado tanto para el entrenamiento como para el uso diario. Con una propuesta cómoda, delicada y una forma moderna. Están hechas en tejidos respirables y livianos con refuerzos en sintético, dando un look s";1.0;49899.0;41238.84;8660.16;0.0;0.0
FCB-06226-00019866;HYHNACZU002Z_U_1;Tapon oidos Hydro Silicona;1.0;2999.0;2478.51;520.49;0.0;0.0
FCB-06261-00042804;TO26399_37_1;"Botines Topper San Ciro V Tf
Si buscás velocidad inalcanzable y jugadas perfectas, los Botines Topper San Ciro V Tf son perfectos para vos, su capellada en cuero sintético con costuras los hace más resistentes dándote una sujeción extrema; la plantilla de EVA, su suela liviana y fle";1.0;51699.0;42726.45;8972.55;0.0;0.0
FCB-06472-00008457;NIDM9538-101_9.5_1;Zapatillas Nike Air Max Systm;1.0;142999.0;118180.99;24818.01;0.0;0.0
FCB-06419-00017986;HV41470635735_43/44_1;Ojotas Havaianas Top Logomania Mid Tech;1.0;12799.0;7404.38;1554.92;3173.31;0.0
FCB-06592-00016190;URNASS22410_1_1;Gorro Urbo Plain / Gorro Urbo Plain;-1.0;5999.0;-3718.39;-780.86;0.0;0.0
FCB-06592-00016190;PU906807-49_35/38_1;Pack de medias Puma Invisible / Pack de medias Puma Invisible;-1.0;8099.0;-6693.39;-1405.61;0.0;0.0
FCB-06592-00016190;PU907374-05_28-34_1;Medias Puma Invisible;1.0;4999.0;4131.41;867.59;0.0;0.0
FCB-06592-00016190;URNAFW233076_UNICO_1;Gorra Urbo Shiny Washed;1.0;4999.0;3305.12;694.08;826.28;0.0
FCB-06592-00016190;FGFGLOO31BMONE_S_1;"Boxer Freegun Looney Tunes One
El Boxer Freegun Looney Tunes revive una de las mejores animaciones de tu infancia y son sinónimo de comodidad. Su composición es transpirable y te permiten moverte libremente, mientras el corte de compresión otorga confort y seguridad para que disfrutes";1.0;7999.0;3305.37;694.13;3305.37;0.0
FCB-06472-00008455;ADIE9629_6.5_1;Zapatillas adidas Astir / Zapatillas adidas Astir;-1.0;160999.0;-105115.04;-27941.98;0.0;0.0
FCB-06472-00008455;ADIE9629_7_1;"Zapatillas adidas Astir
Zapatillas adidas Astir";1.0;160999.0;105115.04;27941.98;0.0;0.0
FCB-06260-00020010;FIF11R009-4523_S_1;Camiseta Fila Bio I / Camiseta Fila Bio I;-1.0;18599.0;-15371.07;-3227.93;0.0;0.0
FCB-06260-00020010;FIF11TN00474-6011_L_1;Remera Fila Tennis Club / Remera Fila Tennis Club;-1.0;16899.0;-13966.12;-2932.88;0.0;0.0
FCB-06260-00020010;HE27516A_U_1;Botinero Head Basico / Botinero Head Basico;-1.0;13499.0;-11156.2;-2342.8;0.0;0.0
FCB-06260-00020010;NIFB2818-010_MISC_1;Mochila Nike Elemental Le / Mochila Nike Elemental Le;-1.0;57999.0;-47933.06;-10065.94;0.0;0.0
FCB-06260-00020010;PU523789-82_S_1;"Remera Puma Performance
Remera Puma Performance";1.0;28499.0;16487.02;3462.28;7065.87;0.0
FCB-06260-00020010;NICW4555-014_8.5_1;"Zapatillas Nike Air Max Sc
Zapatillas Nike Air Max Sc";1.0;119999.0;99172.74;20826.26;0.0;0.0
FCB-06262-00034859;RI11578AR406_41_1;Ojotas Rider Street Slide / Ojotas Rider Street Slide;-1.0;7699.0;-4453.97;-935.33;0.0;0.0
FCB-06262-00034859;PU906800-01_40-43_1;Medias Puma Cushioned Sneaker;1.0;6199.0;5123.14;1075.86;0.0;0.0
FCB-06261-00042810;LOISS22094_XL_1;Traje de Baño Lotto Boat / Traje de Baño Lotto Boat;-1.0;21999.0;-14544.79;-3054.41;0.0;0.0
FCB-06261-00042810;UA1356277-236_L_1;"Remera Under Armour Boxed Sportstyle
Remera Under Armour Boxed Sportstyle";1.0;26499.0;19833.88;4165.12;2066.12;0.0
FCB-06472-00008449;ADIE9887_5.5_1;Zapatillas adidas Astir / Zapatillas adidas Astir;-1.0;160999.0;-133057.02;-27941.98;0.0;0.0
FCB-06472-00008449;PU906978-21_2_1;Pack de medias Puma Quarter / Pack de medias Puma Quarter;-1.0;6399.0;-5288.43;-1110.57;0.0;0.0
FCB-06472-00008449;ADIE9551_4.5_1;"Zapatillas adidas Nmd S1
Zapatillas adidas Nmd S1";1.0;167999.0;138842.14;29156.86;0.0;0.0
FCB-06261-00042813;PU377136-01_8.5_1;"Zapatillas Puma Disperse Xt 2
Lucí con estilo en tus entrenamientos o en tu día a día gracias a las renovadas Zapatillas Puma Disperse Xt 2, te brinda mejores y amortiguadas pisadas que te harán sentir seguro y confiado en cualquier momento que las lleves puestas. Tus jornadas de ent";1.0;76999.0;63635.54;13363.46;0.0;0.0
FCB-06261-00042813;ADIC9443_M_1;"Short adidas Essentials Chelsea
Short adidas Essentials Chelsea";1.0;36999.0;18346.61;3852.79;12231.08;0.0
FCB-06261-00042814;HE27516A_U_1;"Botinero Head Basico
Botinero Head Basico";1.0;13499.0;11156.2;2342.8;0.0;0.0
FCB-06261-00042815;PU524039-82_M_1;"Remera Puma Run Cloudspun Ss
Remera Puma Run Cloudspun Ss";1.0;48499.0;28057.27;5892.03;12024.55;0.0
FCB-06261-00042816;DGDFIAGU005YU_5_1;Guantes Dribbling Rocket 3.0;1.0;6499.0;5371.08;1127.92;0.0;0.0
FCB-06261-00042816;PU907374-05_28-34_1;Medias Puma Invisible;1.0;4999.0;4131.4;867.6;0.0;0.0
FCB-06260-00020004;ASAI0001627359_S_1;"Remera Asics Sound Graphic
Remera Asics Sound Graphic";1.0;26999.0;22313.22;4685.78;0.0;0.0
FCB-06260-00020004;ADGW6174_5.5_1;"Zapatillas adidas Supernova 2
La comodidad no se negocia a la hora de salir a correr; conseguila con las Zapatillas adidas Response Solar, un diseño transpirable, moderno y estable para tus pies. Su capellada de malla con piezas de refuerzo mejoran tus pisadas y la amplia suela de ca";1.0;129999.0;107437.19;22561.81;0.0;0.0
FCB-06261-00042817;TO27843_35_1;"Zapatillas Topper Wind Iv
Zapatillas Topper Wind Iv";1.0;56099.0;46362.81;9736.19;0.0;0.0
FCB-06261-00042821;PU397071-01_3_1;"Zapatillas Puma Carina Street Mid
Zapatillas Puma Carina Street Mid";1.0;114999.0;95040.5;19958.5;0.0;0.0
FCB-06261-00042821;TO29774_40_1;"Zapatillas Topper Fast
Las zapatillas Topper Fast están hechas para correr con un diseño moderno, ajuste personalizado con cordones y con una importante suela de goma que brinda la amortiguación y estabilidad necesaria para tus días de running y entrenamiento. La calidad de la";1.0;65399.0;54048.76;11350.24;0.0;0.0
FCB-06261-00042822;PU770483-04_M_1;"Short Puma Manchester City F.c 23-24
Short Puma Manchester City F.c 23-24";1.0;48499.0;40081.82;8417.18;0.0;0.0
FCB-06261-00042822;ADIN7973_L_1;"Remera adidas M Myst Clr Shft
Remera adidas M Myst Clr Shft";1.0;47999.0;39668.6;8330.4;0.0;0.0
FCB-06261-00042822;NIFD1244-100_L_1;"Remera Nike Big Swoosh Lbr
Remera Nike Big Swoosh Lbr";1.0;48799.0;40329.75;8469.25;0.0;0.0
FCB-06261-00042865;PU906807-38_1_1;"Pack de medias Puma Invisible
Sacale energía al máximo a tus entrenamientos con las Pack de medias Puma Invisible Sneakers son invisibles, su material suave con tecnología absorbente te mantendrá los pies secos y cómodos en todo momento.";1.0;8099.0;6693.39;1405.61;0.0;0.0
FCB-06227-00029109;NIDC3728-403_9.5_1;"Zapatillas Nike Revolution 6 Nn
Zapatillas Nike Revolution 6 Nn";1.0;96999.0;80164.46;16834.54;0.0;0.0
FCB-06262-00034866;ADHY0432_XL_1;"Short River Plate 23/24
Short River Plate 23/24";1.0;64999.0;53718.18;11280.82;0.0;0.0
FCB-06260-00020025;SE8173D_S_1;Traje de baño Speed Spectral / Traje de baño Speed Spectral;-1.0;34999.0;-28924.8;-6074.2;0.0;0.0
FCB-06260-00020025;HYHNGZEU016GB_XXL_1;"Trajes de baño Hydro Binary
Trajes de baño Hydro Binary";1.0;19799.0;16362.81;3436.19;0.0;0.0
FCB-06260-00020025;SE19004_XXL_1;Traje de baño Speed Enteriza;1.0;25999.0;21486.78;4512.22;0.0;0.0
FCB-06228-00026979;LONISS22032_XXL_1;"Remera Lotto Dinamico
La Remera Lotto Dinámico está confeccionada en un tejido suave y absorbente para que te mantengas seco y cómodo todo el tiempo, cuenta con un ajuste regular manga corta para mayor comodidad y cuello redondo que te mantendrán enfocado en tu rutina o en tu";1.0;14999.0;8057.31;1692.04;4338.56;0.0
FCB-06261-00042828;ADIJ8576_S_1;"Remera adidas Essentials Logo
Remera adidas Essentials Logo";1.0;32999.0;16363.14;3436.26;10908.76;0.0
FCB-06473-00020628;ADS20273_5128_1;Pack de medias adidas Trifolio Liner;1.0;9318.0;7700.83;1617.17;0.0;0.0
FCB-06228-00026973;NIDC3729-602_7.5_1;Zapatillas Nike Revolution 6 Next Nature;1.0;96999.0;80164.46;16834.54;0.0;0.0
FCB-06228-00026973;TO25635_22_1;"Zapatillas Topper Chalpa Ii
Zapatillas Topper Chalpa Ii";1.0;47999.0;39668.6;8330.4;0.0;0.0
FCB-06228-00026973;AS1011B138004_11.5_1;"Zapatillas Asics Gel-Impression 10
Las zapatillas Asics Gel-Impression 10 están confeccionadas con materiales textiles y sintéticos que proporcionan comodidad, durabilidad y ligereza. Pensadas para entrenamientos en el gimnasio como también salir a correr, ya que la entresuela posee tecno";1.0;97499.0;80577.68;16921.32;0.0;0.0
FCB-06228-00026973;RI61686AH317_39.40_1;"Ojotas Rider Dunas
La comodidad y la elegancia pueden ir siempre juntas con las Ojotas Rider Dunas. Hechas en un sintético liviano con forro de EVA que agrega comodidad, mientras que su suela con ranuras, genera un excelente agarre al suelo, evitando deslizamientos. Además";1.0;14899.0;8619.26;1810.04;3693.96;0.0
FCB-06228-00026973;PU906807-20_1_1;Pack de medias Puma Invisible;1.0;6399.0;5288.43;1110.57;0.0;0.0
FCB-06228-00026974;NIBV6855-010_M_1;"Short Nike Dri-fit Park Iii
Short Nike Dri-fit Park Iii";1.0;39999.0;33057.02;6941.98;0.0;0.0
FCB-06260-00020026;LONASS23904_39-45_1;Pack De Medias Lotto Flow / Pack De Medias Lotto Flow;-1.0;4299.0;-3552.89;-746.11;0.0;0.0
FCB-06260-00020026;ADHS9535_M_1;Short adidas Mt / Short adidas Mt;-1.0;75999.0;-62809.09;-13189.91;0.0;0.0
FCB-06260-00020026;PU907307-01_M_1;Remera Puma Basic Crew;1.0;15199.0;9420.87;1978.38;3140.29;0.0
FCB-06260-00020026;FIF11L072-6011_L_1;"Bermuda Fila Practical
En la calle, en una salida o en tu casa, lucí la Bermuda Fila Practical donde quieras. Su diseño se adapta a cualquier actividad, cuenta con bolsillos para guardar tus objetos y tenerlos siempre a mano y su cintura elástica es perfecta ya que se ajuste c";1.0;17699.0;14627.27;3071.73;0.0;0.0
FCB-06260-00020026;UA3024880-002_10.5_1;"Zapatilla Under Armour Phade Rn
Zapatilla Under Armour Phade Rn";1.0;54999.0;45453.72;9545.28;0.0;0.0
FCB-06260-00020027;TO27843_35_1;"Zapatillas Topper Wind Iv
Zapatillas Topper Wind Iv";1.0;56099.0;46362.81;9736.19;0.0;0.0
FCB-06260-00020028;TO26399_40_1;"Botines Topper San Ciro V Tf
Si buscás velocidad inalcanzable y jugadas perfectas, los Botines Topper San Ciro V Tf son perfectos para vos, su capellada en cuero sintético con costuras los hace más resistentes dándote una sujeción extrema; la plantilla de EVA, su suela liviana y fle";1.0;51699.0;42726.45;8972.55;0.0;0.0
FCB-06382-00013762;TO165631_L_1;Remera Topper Up;1.0;28499.0;16487.02;3462.28;7065.87;0.0
FCB-06382-00013762;LONSS19904_1_1;"Medias Lotto Flow C
Las medias Lotto Flow son prácticamente invisibles e ideales para usar todo el día. Su confección en algodón les proporciona la suavidad que tus pies necesitan.";1.0;999.0;825.62;173.38;0.0;0.0
FCB-06228-00026978;WLWRB02429_12_1;"Zapatillas Wilson Ultimate 2
Zapatillas Wilson Ultimate 2";1.0;74999.0;61982.64;13016.36;0.0;0.0
FCB-06408-00019369;LONISS230152_M_1;"Top Lotto Seamless Calm
Top Lotto Seamless Calm";1.0;17999.0;12643.92;2655.23;2231.29;0.0
FCB-06408-00019369;LONISS22131_L_1;Short Lotto Speed Evo;1.0;14999.0;8677.11;1822.19;3718.76;0.0
FCB-06408-00019370;LONC03239006_8_1;"Zapatillas Lotto Tech Pro 500
Zapatillas Lotto Tech Pro 500";1.0;58999.0;48759.5;10239.5;0.0;0.0
FCB-06389-00017148;KA1321P67W919D_41_1;"Botines Kappa Napoles Fg
Botines Kappa Napoles Fg";1.0;32499.0;26858.68;5640.32;0.0;0.0
FCB-06408-00019371;LONISS230210_XL_1;"Musculosa Lotto Run Empowerment
Musculosa Lotto Run Empowerment";1.0;19999.0;16528.1;3470.9;0.0;0.0
FCB-06389-00017149;RI61685AH276_43.44_1;"Ojotas Rider Dunas
La comodidad y la elegancia pueden ir siempre juntas con las Ojotas Rider Dunas. Hechas en un sintético liviano con forro de EVA que agrega comodidad, mientras que su suela con ranuras, genera un excelente agarre al suelo, evitando deslizamientos. Además";1.0;14899.0;8619.26;1810.04;3693.96;0.0
FCB-06389-00017149;TWTR3074MA_UNICO_1;Gorra Trown Perito Moreno;1.0;27999.0;23139.67;4859.33;0.0;0.0
FCB-06408-00019354;LONC1906808DS_34_1;Botines Lotto Solista Sof 800 Turf;1.0;29999.0;24792.56;5206.44;0.0;0.0
FCB-06416-00019095;NIDA1191-001_10.5_1;Botines Nike Tiempo Legend 9 Academy Tf;1.0;112999.0;93387.6;19611.4;0.0;0.0
FCB-06226-00019869;TO26974_33_1;Zapatillas Topper Artic Ii / Zapatillas Topper Artic Ii;-1.0;44099.0;-36445.45;-7653.55;0.0;0.0
FCB-06417-00017765;LONC03239006_6_1;"Zapatillas Lotto Tech Pro 500
Zapatillas Lotto Tech Pro 500";1.0;58999.0;38520.0;10239.5;0.0;0.0
FCB-06226-00019869;AM3113097351_34_1;"Zapatillas Atomik Cambridge
Zapatillas Atomik Cambridge";1.0;44899.0;37106.61;7792.39;0.0;0.0
FCB-06416-00019105;HYHNGZEU020WB_S_1;"Trajes de baño Hydro Race
Trajes de baño Hydro Race";1.0;19799.0;16362.81;3436.19;0.0;0.0
FCB-06419-00017995;URNIFW232122_M_1;Remera Urbo Dipping Sauce;1.0;11999.0;7933.22;1665.98;1983.31;0.0
FCB-06592-00016196;NIDZ2522-100_9.5_1;"Zapatillas Nike Air Force 1 Low 07 Lv8s
Zapatillas Nike Air Force 1 Low 07 Lv8s";1.0;199999.0;165288.43;34710.57;0.0;0.0
FCB-06472-00008454;NIFD4149-010_M_1;"Remera Nike Essentials
Remera Nike Essentials";1.0;48799.0;40329.75;8469.25;0.0;0.0
FCB-06260-00020009;PU107621-01_8.5_1;"Botines Puma Future Match Fg/ag
Botines Puma Future Match Fg/ag";1.0;135999.0;112395.87;23603.13;0.0;0.0
FCB-06472-00008456;PU906807-01_110_1;"Pack de medias Puma Invisible
El pack de medias Puma invisible contiene 3 pares de medias que podes usar para una máxima comodidad durante todo el día. Confeccionadas en algodón y elastano, su forma anatómica encaja perfectamente en tus pies y zapatillas.";1.0;6399.0;5288.43;1110.57;0.0;0.0
FCB-06472-00008456;URNAFW233033_1_1;Riñonera Urbo Freedom;1.0;5999.0;3966.28;832.92;991.57;0.0
