"INVOICENUMBER";"invoicedate";"TOTALINVOICEAMOUNT";"TOTALTAXAMOUNT";"TOTALCHARGEAMOUNT";"INVOICECUSTOMERACCOUNTNUMBER";"INVOICEADDRESSCITY";"WAREHOUSE"
FCB-06474-00017314;2024-01-07 00:00:00.000;5999.0;1041.15;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017315;2024-01-07 00:00:00.000;190398.0;33044.28;0.0;CL-2602140;"";"049"
FCB-06474-00017316;2024-01-07 00:00:00.000;12999.0;2256.02;0.0;CL-1649424;"";"049"
FCB-06474-00017317;2024-01-07 00:00:00.000;123498.0;21433.54;0.0;CL-1283668;"";"049"
FCB-06474-00017318;2024-01-07 00:00:00.000;199999.0;34710.57;0.0;CL-2602188;"";"049"
FCB-06474-00017319;2024-01-07 00:00:00.000;76998.0;13363.29;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017320;2024-01-07 00:00:00.000;13799.0;2394.87;0.0;CL-2602246;"";"049"
FCB-06474-00017321;2024-01-07 00:00:00.000;29199.0;5067.6;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017323;2024-01-07 00:00:00.000;79999.0;13884.12;0.0;CL-2602346;"";"049"
FCB-06474-00017324;2024-01-07 00:00:00.000;248448.23;43119.11;44172.92;CL-2602358;"";"049"
FCB-06474-00017325;2024-01-07 00:00:00.000;15848.0;2750.48;0.0;CL-0908412;"";"049"
FCB-06474-00017326;2024-01-07 00:00:00.000;12598.0;2186.43;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017327;2024-01-07 00:00:00.000;129999.0;22561.81;0.0;CL-0309406;"";"049"
FCB-06474-00017328;2024-01-07 00:00:00.000;58000.0;10066.12;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017329;2024-01-07 00:00:00.000;58498.0;10152.55;0.0;CL-0336058;"";"049"
FCB-06474-00017330;2024-01-07 00:00:00.000;199999.0;34710.57;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017331;2024-01-07 00:00:00.000;118999.0;20652.72;0.0;CL-0336058;"";"049"
FCB-06474-00017332;2024-01-07 00:00:00.000;16099.0;2794.04;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017334;2024-01-07 00:00:00.000;82999.0;14404.79;0.0;CL-2602545;"";"049"
FCB-06474-00017337;2024-01-09 00:00:00.000;28700.0;4980.99;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017335;2024-01-08 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017336;2024-01-08 00:00:00.000;15800.0;2742.15;0.0;CL-2380016;"";"049"
FCB-06474-00017339;2024-01-10 00:00:00.000;140999.0;24470.9;0.0;CL-2305140;"";"049"
FCB-06474-00017340;2024-01-10 00:00:00.000;153397.0;26622.62;0.0;CL-2613903;"";"049"
FCB-06474-00017341;2024-01-10 00:00:00.000;185999.0;32280.82;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017343;2024-01-10 00:00:00.000;22247.0;3861.05;0.0;CL-2614257;"";"049"
FCB-06474-00017344;2024-01-10 00:00:00.000;92499.0;16053.55;0.0;CL-2614422;"";"049"
FCB-06474-00017345;2024-01-10 00:00:00.000;79899.0;13866.77;0.0;CL-2614559;"";"049"
FCB-06474-00017346;2024-01-10 00:00:00.000;33000.0;5727.27;0.0;CL-2614591;"";"049"
FCB-06474-00017348;2024-01-10 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017349;2024-01-10 00:00:00.000;25499.0;4425.45;0.0;CL-2615480;"";"049"
FCB-06474-00017350;2024-01-11 00:00:00.000;15500.0;2690.08;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017351;2024-01-11 00:00:00.000;58499.0;10152.72;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017352;2024-01-11 00:00:00.000;67898.0;11783.95;0.0;CL-1978856;"";"049"
FCB-06474-00017353;2024-01-11 00:00:00.000;47597.0;8260.64;0.0;CL-2618171;"";"049"
FCB-06474-00017355;2024-01-11 00:00:00.000;29999.0;5206.44;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017356;2024-01-11 00:00:00.000;16798.0;2915.36;0.0;CL-0652840;"";"049"
FCB-06474-00017357;2024-01-11 00:00:00.000;58499.0;10152.72;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017358;2024-01-11 00:00:00.000;1500.0;260.33;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017359;2024-01-11 00:00:00.000;48799.0;8469.25;0.0;CL-2618615;"";"049"
FCB-06474-00017360;2024-01-11 00:00:00.000;183999.0;31933.71;0.0;CL-2618631;"";"049"
FCB-06474-00017361;2024-01-11 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017362;2024-01-11 00:00:00.000;95500.0;16574.38;0.0;CL-2532355;"";"049"
FCB-06474-00017363;2024-01-11 00:00:00.000;145498.0;25251.72;0.0;CL-2618811;"";"049"
FCB-06474-00017364;2024-01-11 00:00:00.000;185999.0;32280.82;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017365;2024-01-11 00:00:00.000;29999.0;5206.44;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017366;2024-01-11 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017367;2024-01-11 00:00:00.000;239999.0;41652.72;0.0;CL-0957290;"";"049"
FCB-06474-00017368;2024-01-11 00:00:00.000;109999.0;19090.74;0.0;CL-2045582;"";"049"
FCB-06474-00017369;2024-01-11 00:00:00.000;299999.0;52065.94;0.0;CL-0311324;"";"049"
FCB-06474-00017370;2024-01-12 00:00:00.000;185999.0;32280.82;0.0;CL-0167612;SAN FRANCISCO SOLANO;"049"
FCB-06474-00017371;2024-01-12 00:00:00.000;216997.0;37660.64;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017372;2024-01-12 00:00:00.000;105797.0;18361.46;0.0;CL-2624227;"";"049"
FCB-06474-00017373;2024-01-12 00:00:00.000;92899.0;16122.97;0.0;CL-2624723;"";"049"
FCB-06474-00017374;2024-01-12 00:00:00.000;227998.0;39569.9;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017375;2024-01-12 00:00:00.000;92499.0;16053.55;0.0;CL-2624979;"";"049"
FCB-06474-00017376;2024-01-12 00:00:00.000;300.0;52.07;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017377;2024-01-12 00:00:00.000;142999.0;24818.01;0.0;CL-0649995;"";"049"
FCB-06474-00017378;2024-01-12 00:00:00.000;177999.0;30892.39;0.0;CL-2625019;"";"049"
FCB-06474-00017380;2024-01-12 00:00:00.000;160999.0;27941.98;0.0;CL-2625097;"";"049"
FCB-06474-00017381;2024-01-12 00:00:00.000;279999.0;48594.87;0.0;CL-2625110;"";"049"
FCB-06474-00017382;2024-01-12 00:00:00.000;177999.0;30892.39;0.0;CL-2625131;"";"049"
FCB-06474-00017383;2024-01-12 00:00:00.000;199999.0;34710.57;0.0;CL-0747722;"";"049"
FCB-06474-00017384;2024-01-12 00:00:00.000;29999.0;5206.44;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017385;2024-01-12 00:00:00.000;177999.0;30892.39;0.0;CL-2625192;"";"049"
FCB-06474-00017386;2024-01-12 00:00:00.000;199999.0;34710.57;0.0;CL-0316857;"";"049"
FCB-06474-00017387;2024-01-12 00:00:00.000;79899.0;13866.77;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017388;2024-01-12 00:00:00.000;29999.0;5206.44;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017390;2024-01-12 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017391;2024-01-12 00:00:00.000;88999.0;15446.11;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017392;2024-01-12 00:00:00.000;219999.0;38181.64;0.0;CL-1335393;"";"049"
FCB-06474-00017393;2024-01-12 00:00:00.000;34999.0;6074.21;0.0;CL-0076885;GERLI;"049"
FCB-06474-00017394;2024-01-12 00:00:00.000;116999.0;20305.61;0.0;CL-1821471;"";"049"
FCB-06474-00017395;2024-01-13 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017397;2024-01-13 00:00:00.000;40999.0;7115.53;0.0;CL-1871769;"";"049"
FCB-06474-00017398;2024-01-13 00:00:00.000;84499.0;14665.12;0.0;CL-0779958;"";"049"
FCB-06474-00017399;2024-01-13 00:00:00.000;1899.0;329.58;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017400;2024-01-13 00:00:00.000;25999.0;4512.22;0.0;CL-2629546;"";"049"
FCB-06474-00017403;2024-01-13 00:00:00.000;48999.0;8503.96;0.0;CL-2629727;"";"049"
FCB-06474-00017404;2024-01-13 00:00:00.000;77999.0;13537.02;0.0;CL-2629734;"";"049"
FCB-06474-00017405;2024-01-13 00:00:00.000;79798.0;13849.24;0.0;CL-1520205;"";"049"
FCB-06474-00017406;2024-01-13 00:00:00.000;194999.0;33842.8;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017407;2024-01-13 00:00:00.000;430997.0;74801.13;0.0;CL-0059212;"";"049"
FCB-06474-00017408;2024-01-13 00:00:00.000;33799.0;5865.94;0.0;CL-0355740;"";"049"
FCB-06474-00017409;2024-01-13 00:00:00.000;199999.0;34710.57;0.0;CL-1524752;"";"049"
FCB-06474-00017410;2024-01-13 00:00:00.000;95999.0;16660.98;0.0;CL-2630551;"";"049"
FCB-06474-00017412;2024-01-13 00:00:00.000;9499.0;1648.59;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017413;2024-01-13 00:00:00.000;77999.0;13537.02;0.0;CL-1646673;"";"049"
FCB-06474-00017414;2024-01-13 00:00:00.000;104999.0;18222.97;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017415;2024-01-13 00:00:00.000;74999.0;13016.36;0.0;CL-2630890;"";"049"
FCB-06474-00017416;2024-01-13 00:00:00.000;9999.0;1735.36;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017417;2024-01-13 00:00:00.000;187999.0;32627.93;0.0;CL-1272770;"";"049"
FCB-06474-00017418;2024-01-13 00:00:00.000;110000.0;19090.91;0.0;CL-2631051;"";"049"
FCB-06474-00017419;2024-01-13 00:00:00.000;29999.0;5206.44;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017420;2024-01-13 00:00:00.000;171999.0;29851.07;0.0;CL-1090420;"";"049"
FCB-06474-00017421;2024-01-13 00:00:00.000;111797.0;19402.79;0.0;CL-0446949;"";"049"
FCB-06474-00017422;2024-01-13 00:00:00.000;16099.0;2794.04;0.0;CL-2066582;"";"049"
FCB-06474-00017423;2024-01-13 00:00:00.000;58499.0;10152.72;0.0;CL-0355740;"";"049"
FCB-06474-00017424;2024-01-13 00:00:00.000;246999.0;42867.6;0.0;CL-2388649;"";"049"
FCB-06474-00017425;2024-01-13 00:00:00.000;29199.0;5067.6;0.0;CL-2631522;"";"049"
FCB-06474-00017426;2024-01-13 00:00:00.000;429997.0;74627.58;0.0;CL-0400170;"";"049"
FCB-06474-00017427;2024-01-13 00:00:00.000;14998.0;2602.96;0.0;CL-0680456;"";"049"
FCB-06474-00017428;2024-01-13 00:00:00.000;336494.0;58399.79;0.0;CL-0303887;"";"049"
FCB-06474-00017429;2024-01-13 00:00:00.000;189997.0;32974.69;0.0;CL-2631725;"";"049"
FCB-06474-00017430;2024-01-13 00:00:00.000;37499.0;6508.09;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017431;2024-01-13 00:00:00.000;129999.0;22561.81;0.0;CL-2280351;"";"049"
FCB-06474-00017432;2024-01-13 00:00:00.000;4359.0;756.52;0.0;CL-2449811;"";"049"
FCB-06474-00017433;2024-01-13 00:00:00.000;6799.0;1179.99;0.0;CL-2631829;"";"049"
FCB-06474-00017434;2024-01-13 00:00:00.000;171999.0;29851.07;0.0;CL-2631848;"";"049"
FCB-06474-00017435;2024-01-13 00:00:00.000;142999.0;24818.01;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017436;2024-01-13 00:00:00.000;177999.0;30892.39;0.0;CL-2632091;"";"049"
FCB-06474-00017437;2024-01-13 00:00:00.000;59998.0;10412.88;0.0;CL-1263685;"";"049"
FCB-06474-00017438;2024-01-13 00:00:00.000;29999.0;5206.44;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017440;2024-01-13 00:00:00.000;137497.0;23863.12;0.0;CL-2632411;"";"049"
FCB-06474-00017441;2024-01-13 00:00:00.000;29999.0;5206.44;0.0;CL-2056095;"";"049"
FCB-06474-00017442;2024-01-13 00:00:00.000;140999.0;24470.9;0.0;CL-2632520;"";"049"
FCB-06474-00017443;2024-01-13 00:00:00.000;293998.0;51024.45;0.0;CL-2009297;"";"049"
FCB-06474-00017444;2024-01-13 00:00:00.000;12999.0;2256.02;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017446;2024-01-13 00:00:00.000;29199.0;5067.6;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017447;2024-01-13 00:00:00.000;126798.0;22006.26;0.0;CL-2137795;"";"049"
FCB-06474-00017448;2024-01-13 00:00:00.000;29999.0;5206.44;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017450;2024-01-13 00:00:00.000;161999.0;28115.53;0.0;CL-2632733;"";"049"
FCB-06474-00017451;2024-01-14 00:00:00.000;123998.0;21520.31;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017452;2024-01-14 00:00:00.000;372998.0;64735.19;0.0;CL-2634030;"";"049"
FCB-06474-00017453;2024-01-14 00:00:00.000;103498.0;17962.46;0.0;CL-2634059;"";"049"
FCB-06474-00017454;2024-01-14 00:00:00.000;209498.0;36359.16;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017455;2024-01-14 00:00:00.000;87999.0;15272.55;0.0;CL-2634077;"";"049"
FCB-06474-00017456;2024-01-14 00:00:00.000;126999.0;22041.15;0.0;CL-0628383;"";"049"
FCB-06474-00017457;2024-01-14 00:00:00.000;57999.0;10065.94;0.0;CL-0628383;"";"049"
FCB-06474-00017458;2024-01-14 00:00:00.000;126999.0;22041.15;0.0;CL-0628383;"";"049"
FCB-06474-00017459;2024-01-14 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017460;2024-01-14 00:00:00.000;140999.0;24470.9;0.0;CL-0972227;"";"049"
FCB-06474-00017461;2024-01-14 00:00:00.000;700.0;121.49;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017462;2024-01-14 00:00:00.000;171999.0;29851.07;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017463;2024-01-14 00:00:00.000;160999.0;27941.98;0.0;CL-2634218;"";"049"
FCB-06474-00017464;2024-01-14 00:00:00.000;40999.0;7115.53;0.0;CL-1089832;"";"049"
FCB-06474-00017465;2024-01-14 00:00:00.000;159498.0;27681.47;0.0;CL-0729445;"";"049"
FCB-06474-00017466;2024-01-14 00:00:00.000;118298.0;20531.06;0.0;CL-1992632;"";"049"
FCB-06474-00017467;2024-01-14 00:00:00.000;140999.0;24470.9;0.0;CL-2634401;"";"049"
FCB-06474-00017468;2024-01-14 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017469;2024-01-14 00:00:00.000;194999.0;33842.8;0.0;CL-2467646;"";"049"
FCB-06474-00017470;2024-01-14 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017471;2024-01-14 00:00:00.000;1800.0;312.4;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017472;2024-01-14 00:00:00.000;247498.0;42954.2;0.0;CL-1331147;"";"049"
FCB-06474-00017473;2024-01-14 00:00:00.000;377998.0;65602.96;0.0;CL-2634680;"";"049"
FCB-06474-00017474;2024-01-14 00:00:00.000;185999.0;32280.82;0.0;CL-2634694;"";"049"
FCB-06474-00017475;2024-01-14 00:00:00.000;224999.0;39049.41;0.0;CL-2202836;"";"049"
FCB-06474-00017476;2024-01-14 00:00:00.000;151999.0;26379.99;0.0;CL-2611992;"";"049"
FCB-06474-00017477;2024-01-14 00:00:00.000;12798.0;2221.14;0.0;CL-2634757;"";"049"
FCB-06474-00017478;2024-01-14 00:00:00.000;219999.0;38181.64;0.0;CL-2634783;"";"049"
FCB-06474-00017479;2024-01-14 00:00:00.000;279999.0;48594.87;0.0;CL-1773390;"";"049"
FCB-06474-00017480;2024-01-14 00:00:00.000;10399.0;1804.79;0.0;CL-2634850;"";"049"
FCB-06474-00017481;2024-01-14 00:00:00.000;171999.0;29851.07;0.0;CL-2203559;"";"049"
FCB-06474-00017482;2024-01-14 00:00:00.000;96998.0;16834.36;0.0;CL-0562477;"";"049"
FCB-06474-00017484;2024-01-14 00:00:00.000;77999.0;13537.02;0.0;CL-1002215;"";"049"
FCB-06474-00017485;2024-01-14 00:00:00.000;5999.0;1041.15;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017486;2024-01-14 00:00:00.000;214498.0;37226.93;0.0;CL-2634905;"";"049"
FCB-06474-00017487;2024-01-14 00:00:00.000;53199.0;9232.88;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017488;2024-01-14 00:00:00.000;29999.0;5206.44;0.0;CL-2634961;"";"049"
FCB-06474-00017489;2024-01-14 00:00:00.000;9499.0;1648.59;0.0;CL-1331147;"";"049"
FCB-06474-00017490;2024-01-14 00:00:00.000;171999.0;29851.07;0.0;CL-2635015;"";"049"
FCB-06474-00017491;2024-01-14 00:00:00.000;140999.0;24470.9;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017492;2024-01-14 00:00:00.000;29299.0;5084.95;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017493;2024-01-14 00:00:00.000;6299.0;1093.21;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017494;2024-01-14 00:00:00.000;92398.0;16036.02;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017495;2024-01-14 00:00:00.000;17998.0;3123.62;0.0;CL-2635117;"";"049"
FCB-06474-00017496;2024-01-14 00:00:00.000;100000.0;17355.37;0.0;CL-2635149;"";"049"
FCB-06474-00017497;2024-01-14 00:00:00.000;195498.0;33929.4;0.0;CL-0356922;"";"049"
FCB-06474-00017498;2024-01-14 00:00:00.000;177999.0;30892.39;0.0;CL-2438702;"";"049"
FCB-06474-00017499;2024-01-14 00:00:00.000;219999.0;38181.64;0.0;CL-2635283;"";"049"
FCB-06474-00017500;2024-01-14 00:00:00.000;2400.0;416.53;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017501;2024-01-14 00:00:00.000;77999.0;13537.02;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017502;2024-01-14 00:00:00.000;132198.0;22943.45;0.0;CL-2635341;"";"049"
FCB-06474-00017503;2024-01-14 00:00:00.000;12999.0;2256.02;0.0;CL-0703933;"";"049"
FCB-06474-00017504;2024-01-14 00:00:00.000;239999.0;41652.72;0.0;CL-2635372;"";"049"
FCB-06474-00017505;2024-01-14 00:00:00.000;171999.0;29851.07;0.0;CL-2635388;"";"049"
FCB-06474-00017506;2024-01-14 00:00:00.000;29999.0;5206.44;0.0;CL-2403808;"";"049"
FCB-06474-00017507;2024-01-14 00:00:00.000;199999.0;34710.57;0.0;CL-0313345;"";"049"
FCB-06474-00017509;2024-01-14 00:00:00.000;13199.0;2290.74;0.0;CL-2635476;"";"049"
FCB-06474-00017510;2024-01-14 00:00:00.000;6649.3;1154.01;0.0;CL-0630450;"";"049"
FCB-06474-00017511;2024-01-14 00:00:00.000;279999.0;48594.87;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017512;2024-01-14 00:00:00.000;29999.0;5206.44;0.0;CL-2635547;"";"049"
FCB-06474-00017513;2024-01-14 00:00:00.000;44458.0;7715.85;0.0;CL-0057400;BERNAL ESTE;"049"
FCB-06474-00017514;2024-01-14 00:00:00.000;104999.0;18222.97;0.0;CL-2635598;"";"049"
FCB-06474-00017515;2024-01-14 00:00:00.000;171999.0;29851.07;0.0;CL-2635604;"";"049"
FCB-06474-00017516;2024-01-14 00:00:00.000;134899.0;23412.22;0.0;CL-2269305;"";"049"
FCB-06474-00017517;2024-01-14 00:00:00.000;500.0;86.78;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017518;2024-01-14 00:00:00.000;171999.0;29851.07;0.0;CL-2635644;"";"049"
FCB-06474-00017519;2024-01-14 00:00:00.000;196996.0;34189.39;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017520;2024-01-14 00:00:00.000;174999.0;30371.73;0.0;CL-2635841;"";"049"
FCB-06474-00017521;2024-01-14 00:00:00.000;29999.0;5206.44;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017522;2024-01-14 00:00:00.000;309498.0;53714.53;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017523;2024-01-14 00:00:00.000;29999.0;5206.44;0.0;CL-0056511;FLORENCIO VARELA;"049"
FCB-06474-00017525;2024-01-14 00:00:00.000;193498.0;33582.3;0.0;CL-2636008;"";"049"
FCB-06474-00017526;2024-01-14 00:00:00.000;47397.0;8225.93;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017527;2024-01-14 00:00:00.000;84499.0;14665.12;0.0;CL-2636128;"";"049"
FCB-06474-00017528;2024-01-14 00:00:00.000;82999.0;14404.79;0.0;CL-1748212;"";"049"
FCB-06474-00017529;2024-01-14 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017530;2024-01-14 00:00:00.000;194999.0;33842.8;0.0;CL-0571424;"";"049"
FCB-06474-00017533;2024-01-18 00:00:00.000;389998.0;67685.6;0.0;CL-2654570;"";"049"
FCB-06474-00017535;2024-01-18 00:00:00.000;40999.0;7115.53;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017536;2024-01-18 00:00:00.000;59999.4;10413.12;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017537;2024-01-18 00:00:00.000;179999.0;31239.5;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017538;2024-01-18 00:00:00.000;19599.0;3401.48;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017539;2024-01-18 00:00:00.000;199999.0;34710.57;0.0;CL-2655450;"";"049"
FCB-06474-00017540;2024-01-18 00:00:00.000;41100.0;7133.06;0.0;CL-2409970;"";"049"
FCB-06474-00017531;2024-01-16 00:00:00.000;38699.4;6716.42;0.0;CL-2643360;"";"049"
FCB-06474-00017532;2024-01-17 00:00:00.000;4829.3;838.14;0.0;CL-000308;"";"049"
FCB-06474-00017541;2024-01-18 00:00:00.000;199999.0;34710.57;0.0;CL-2655480;"";"049"
FCB-06474-00017542;2024-01-18 00:00:00.000;177999.0;30892.39;0.0;CL-0922042;"";"049"
FCB-06474-00017545;2024-01-18 00:00:00.000;185999.0;32280.82;0.0;CL-0632442;"";"049"
FCB-06474-00017546;2024-01-18 00:00:00.000;135998.2;23602.99;0.0;CL-2655692;"";"049"
FCB-06474-00017548;2024-01-18 00:00:00.000;142999.0;24818.01;0.0;CL-0794829;"";"049"
FCB-06474-00017549;2024-01-18 00:00:00.000;29199.0;5067.6;0.0;CL-0652602;"";"049"
FCB-06474-00017550;2024-01-18 00:00:00.000;133999.0;23256.02;0.0;CL-0677739;"";"049"
FCB-06474-00017551;2024-01-18 00:00:00.000;67599.2;11732.09;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017552;2024-01-18 00:00:00.000;177999.0;30892.39;0.0;CL-2656385;"";"049"
FCB-06474-00017553;2024-01-18 00:00:00.000;20509.3;3559.47;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017554;2024-01-18 00:00:00.000;22799.4;3956.92;0.0;CL-2656634;"";"049"
FCB-06474-00017555;2024-01-18 00:00:00.000;372998.0;64735.19;0.0;CL-2648299;"";"049"
FCB-06474-00017556;2024-01-18 00:00:00.000;199999.0;34710.57;0.0;CL-0346954;"";"049"
FCB-06474-00017558;2024-01-18 00:00:00.000;140249.25;24340.78;0.0;CL-2656784;"";"049"
FCB-06474-00017560;2024-01-18 00:00:00.000;177999.0;30892.39;0.0;CL-2657071;"";"049"
FCB-06474-00017562;2024-01-18 00:00:00.000;137999.0;23950.24;0.0;CL-2657372;"";"049"
FCB-06474-00017563;2024-01-18 00:00:00.000;44999.0;7809.74;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017564;2024-01-18 00:00:00.000;62398.2;10829.44;0.0;CL-2657460;"";"049"
FCB-06474-00017565;2024-01-18 00:00:00.000;171999.0;29851.07;0.0;CL-2566654;"";"049"
FCB-06474-00017566;2024-01-18 00:00:00.000;340948.3;59172.85;0.0;CL-1618078;"";"049"
FCB-06474-00017567;2024-01-18 00:00:00.000;329998.0;57272.38;0.0;CL-2359509;"";"049"
FCB-06474-00017568;2024-01-18 00:00:00.000;29099.0;5050.24;0.0;CL-0655039;"";"049"
FCB-06474-00017570;2024-01-19 00:00:00.000;9399.0;1631.23;0.0;CL-2663040;"";"049"
FCB-06474-00017571;2024-01-20 00:00:00.000;21000.0;3644.63;0.0;CL-2666786;"";"049"
FCB-06474-00017572;2024-01-20 00:00:00.000;177999.0;30892.39;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017573;2024-01-20 00:00:00.000;48798.99;8469.25;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017575;2024-01-20 00:00:00.000;156763.15;27206.83;0.0;CL-2666848;"";"049"
FCB-06474-00017576;2024-01-20 00:00:00.000;177999.0;30892.39;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017577;2024-01-21 00:00:00.000;16499.0;2863.46;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017578;2024-01-21 00:00:00.000;107249.25;18613.51;0.0;CL-1472514;"";"049"
FCB-06474-00017579;2024-01-21 00:00:00.000;54298.4;9423.69;0.0;CL-2670468;"";"049"
FCB-06474-00017581;2024-01-21 00:00:00.000;190196.0;33009.22;0.0;CL-1266147;"";"049"
FCB-06474-00017582;2024-01-21 00:00:00.000;199999.0;34710.57;0.0;CL-2671162;"";"049"
FCB-06474-00017583;2024-01-21 00:00:00.000;101197.0;17563.12;0.0;CL-0338313;"";"049"
FCB-06474-00017584;2024-01-21 00:00:00.000;179999.0;31239.5;0.0;CL-2468405;"";"049"
FCB-06474-00017586;2024-01-21 00:00:00.000;177999.0;30892.39;0.0;CL-2671337;"";"049"
FCB-06474-00017587;2024-01-21 00:00:00.000;219999.0;38181.64;0.0;CL-2671405;"";"049"
FCB-06474-00017588;2024-01-21 00:00:00.000;168999.0;29330.4;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017590;2024-01-21 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017591;2024-01-21 00:00:00.000;82999.0;14404.79;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017592;2024-01-21 00:00:00.000;199999.0;34710.57;0.0;CL-1126291;"";"049"
FCB-06474-00017593;2024-01-21 00:00:00.000;32547.0;5648.65;0.0;CL-0958017;"";"049"
FCB-06474-00017595;2024-01-21 00:00:00.000;221696.0;38476.17;0.0;CL-9999999;Tigre;"049"
FCB-06474-00017596;2024-01-21 00:00:00.000;229999.0;39917.18;0.0;CL-2672307;"";"049"
FCB-06474-00017598;2024-01-21 00:00:00.000;33499.0;5813.88;0.0;CL-2672371;"";"049"
FCB-06474-00017599;2024-01-21 00:00:00.000;171999.0;29851.07;0.0;CL-2672418;"";"049"
FCB-06474-00017600;2024-01-21 00:00:00.000;11269.3;1955.83;0.0;CL-2672428;"";"049"
FCB-06474-00017601;2024-01-25 00:00:00.000;179897.0;31221.79;0.0;CL-2686305;"";"049"
FCB-06474-00017602;2024-01-25 00:00:00.000;0.0;0.0;0.0;CL-9999999;Tigre;"049"
